               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.043104,           0.0045947,            0.001118,             0.69654,             0.74293,             0.73001,             0.40457,            0.037637,            0.019561,           0.0019799,           0.0097506,           0.0097506,           0.0097506
                 115,            0.042765,           0.0046279,           0.0014198,             0.73856,             0.70107,             0.72802,             0.40283,            0.037628,            0.019546,           0.0019759,           0.0097462,           0.0097462,           0.0097462
                 116,            0.043264,           0.0046217,           0.0016254,             0.73715,             0.70231,             0.72771,             0.40332,            0.037615,            0.019532,           0.0019745,           0.0097418,           0.0097418,           0.0097418
                 117,            0.042453,           0.0045714,           0.0011449,             0.69437,             0.74572,             0.72894,             0.40637,            0.037598,            0.019515,            0.001973,           0.0097373,           0.0097373,           0.0097373
                 118,            0.042291,           0.0046404,           0.0013439,             0.69734,             0.74607,             0.72998,             0.40681,            0.037582,            0.019501,           0.0019707,           0.0097328,           0.0097328,           0.0097328
                 119,            0.041903,            0.004661,           0.0013176,             0.69385,             0.74893,             0.72961,             0.40764,            0.037567,            0.019475,           0.0019685,           0.0097283,           0.0097283,           0.0097283
                 120,            0.042633,           0.0046942,           0.0015288,             0.69204,             0.74918,             0.72823,             0.40765,            0.037558,            0.019454,           0.0019659,           0.0097237,           0.0097237,           0.0097237
                 121,            0.042496,           0.0046025,           0.0011116,             0.69211,             0.74841,             0.72779,             0.40788,            0.037546,            0.019443,            0.001965,           0.0097191,           0.0097191,           0.0097191
                 122,            0.042208,           0.0046333,           0.0012929,             0.69115,             0.74893,             0.72866,             0.40944,             0.03754,            0.019426,           0.0019643,           0.0097145,           0.0097145,           0.0097145
                 123,            0.042338,           0.0046747,           0.0015017,             0.70211,             0.73658,             0.73018,             0.41021,            0.037531,            0.019416,           0.0019628,           0.0097098,           0.0097098,           0.0097098
                 124,            0.043148,           0.0046764,            0.001373,              0.7014,             0.73794,             0.73122,             0.41004,            0.037518,            0.019407,            0.001963,           0.0097051,           0.0097051,           0.0097051
                 125,            0.042135,           0.0045703,           0.0012839,             0.70853,             0.73042,             0.73062,             0.40837,              0.0375,            0.019391,           0.0019632,           0.0097003,           0.0097003,           0.0097003
                 126,            0.043023,           0.0045685,           0.0014328,              0.7026,              0.7376,             0.73139,             0.40937,            0.037485,            0.019381,           0.0019617,           0.0096955,           0.0096955,           0.0096955
                 127,            0.041651,           0.0045447,           0.0011675,             0.70802,             0.73083,             0.73038,             0.40836,            0.037472,            0.019371,           0.0019615,           0.0096907,           0.0096907,           0.0096907
                 128,            0.042201,           0.0045583,           0.0011292,             0.70983,             0.73102,             0.73137,             0.40915,            0.037472,            0.019365,           0.0019611,           0.0096858,           0.0096858,           0.0096858
                 129,            0.042011,           0.0045421,           0.0012284,             0.70741,             0.73119,             0.73082,             0.41039,            0.037463,            0.019356,           0.0019578,           0.0096809,           0.0096809,           0.0096809
                 130,            0.042763,           0.0045745,           0.0018594,              0.7018,             0.73719,             0.73143,             0.41168,            0.037458,            0.019347,           0.0019572,            0.009676,            0.009676,            0.009676
                 131,            0.041498,           0.0045281,           0.0012682,             0.70439,             0.73725,              0.7335,             0.41255,            0.037445,            0.019338,           0.0019562,            0.009671,            0.009671,            0.009671
                 132,            0.042394,           0.0046074,           0.0013309,             0.70777,             0.73653,             0.73572,             0.41459,            0.037439,            0.019328,           0.0019559,            0.009666,            0.009666,            0.009666
                 133,            0.041721,           0.0045147,           0.0013152,             0.70971,             0.73635,             0.73751,             0.41594,            0.037431,            0.019323,           0.0019573,            0.009661,            0.009661,            0.009661
                 134,            0.042757,           0.0045699,           0.0014805,             0.71204,             0.73434,             0.73866,             0.41749,            0.037422,            0.019319,           0.0019584,           0.0096559,           0.0096559,           0.0096559
                 135,            0.043193,           0.0048037,           0.0013284,              0.7113,             0.73457,             0.73916,             0.41835,            0.037427,            0.019316,            0.001963,           0.0096508,           0.0096508,           0.0096508
                 136,            0.043114,           0.0045811,            0.001399,             0.71222,             0.73417,              0.7387,              0.4168,            0.037427,            0.019318,           0.0019648,           0.0096456,           0.0096456,           0.0096456
                 137,            0.043652,           0.0047255,           0.0014655,             0.71452,             0.73421,             0.73818,              0.4167,            0.037425,            0.019329,           0.0019678,           0.0096404,           0.0096404,           0.0096404
                 138,            0.044731,           0.0047978,           0.0015827,             0.71231,             0.73403,              0.7381,             0.41735,            0.037424,            0.019341,            0.001971,           0.0096352,           0.0096352,           0.0096352
                 139,            0.042139,           0.0046231,           0.0012655,             0.71524,             0.73245,             0.73868,             0.41869,            0.037425,            0.019342,           0.0019721,           0.0096299,           0.0096299,           0.0096299
                 140,            0.042371,           0.0045934,            0.001199,             0.71275,             0.73421,             0.73962,             0.42024,            0.037414,            0.019341,           0.0019752,           0.0096246,           0.0096246,           0.0096246
                 141,            0.042039,           0.0046131,           0.0014503,             0.70588,             0.74399,             0.73938,              0.4197,            0.037399,            0.019347,            0.001979,           0.0096193,           0.0096193,           0.0096193
                 142,            0.041906,           0.0046454,           0.0013371,             0.70655,               0.744,             0.74009,             0.42084,            0.037392,            0.019346,           0.0019824,           0.0096139,           0.0096139,           0.0096139
                 143,            0.041788,           0.0044446,           0.0015982,             0.70644,             0.74398,             0.73996,             0.42149,            0.037381,            0.019342,           0.0019836,           0.0096085,           0.0096085,           0.0096085
                 144,             0.04379,           0.0046722,           0.0017422,             0.71286,             0.73737,             0.74009,             0.42245,            0.037368,            0.019347,           0.0019855,           0.0096031,           0.0096031,           0.0096031
                 145,            0.043391,           0.0047406,           0.0015693,             0.71519,             0.73814,             0.74069,             0.42252,            0.037355,            0.019344,           0.0019845,           0.0095976,           0.0095976,           0.0095976
                 146,            0.043358,           0.0046022,           0.0013347,             0.71493,             0.73866,             0.74106,             0.42268,            0.037346,            0.019349,           0.0019847,           0.0095921,           0.0095921,           0.0095921
                 147,             0.04293,           0.0045629,           0.0012378,             0.71427,             0.73992,             0.74283,             0.42319,            0.037335,            0.019354,            0.001986,           0.0095866,           0.0095866,           0.0095866
                 148,            0.041907,           0.0044756,          0.00099234,             0.71255,             0.74255,              0.7429,             0.42394,            0.037314,            0.019347,           0.0019887,            0.009581,            0.009581,            0.009581
                 149,            0.041813,           0.0046367,           0.0013391,             0.71207,             0.74461,              0.7437,              0.4254,            0.037297,            0.019339,           0.0019882,           0.0095754,           0.0095754,           0.0095754
                 150,              0.0419,           0.0045389,           0.0013424,             0.71239,             0.74425,             0.74255,             0.42445,             0.03728,            0.019338,           0.0019855,           0.0095697,           0.0095697,           0.0095697
                 151,             0.04093,           0.0045222,           0.0011924,             0.71761,             0.73841,              0.7427,             0.42488,            0.037255,            0.019327,           0.0019845,            0.009564,            0.009564,            0.009564
