               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 216,            0.041251,           0.0045287,           0.0010775,             0.80995,             0.74446,             0.79236,              0.4849,            0.036897,            0.019652,            0.001927,           0.0091217,           0.0091217,           0.0091217
                 217,             0.04043,           0.0045524,           0.0013083,             0.80264,             0.75233,             0.79269,             0.48577,              0.0369,            0.019642,            0.001929,           0.0091138,           0.0091138,           0.0091138
                 218,            0.040974,           0.0044367,            0.001042,             0.80627,             0.74994,              0.7911,             0.48619,            0.036895,            0.019623,           0.0019305,           0.0091059,           0.0091059,           0.0091059
                 219,            0.041368,           0.0044182,           0.0014112,             0.80945,             0.74621,             0.79309,             0.48647,            0.036884,            0.019608,           0.0019313,            0.009098,            0.009098,            0.009098
                 220,             0.04026,            0.004408,           0.0014462,             0.81583,             0.74051,             0.79333,             0.48745,            0.036875,            0.019596,           0.0019321,             0.00909,             0.00909,             0.00909
                 221,            0.039283,           0.0042316,           0.0012541,             0.81061,              0.7452,             0.79346,             0.48703,            0.036865,            0.019581,           0.0019331,           0.0090821,           0.0090821,           0.0090821
                 222,            0.041978,           0.0046987,           0.0013785,             0.81233,             0.74443,             0.79292,             0.48702,            0.036858,            0.019592,           0.0019352,            0.009074,            0.009074,            0.009074
                 223,            0.042292,           0.0045095,           0.0011818,              0.8128,             0.74389,             0.79305,             0.48635,            0.036851,            0.019607,           0.0019386,            0.009066,            0.009066,            0.009066
                 224,            0.041932,           0.0045836,           0.0011213,             0.80991,              0.7487,             0.79283,             0.48631,            0.036844,            0.019609,           0.0019426,           0.0090579,           0.0090579,           0.0090579
                 225,            0.041627,           0.0045562,           0.0012479,             0.80994,             0.74619,             0.79069,             0.48473,            0.036838,            0.019599,           0.0019468,           0.0090498,           0.0090498,           0.0090498
                 226,            0.040624,           0.0044645,           0.0011713,             0.79199,             0.76234,              0.7903,             0.48466,            0.036833,            0.019586,           0.0019483,           0.0090416,           0.0090416,           0.0090416
                 227,            0.041548,           0.0046782,           0.0013846,             0.80648,             0.75093,             0.79239,             0.48453,            0.036828,            0.019571,           0.0019513,           0.0090334,           0.0090334,           0.0090334
                 228,            0.043105,           0.0044732,           0.0013381,             0.79902,              0.7574,             0.79248,              0.4833,            0.036833,            0.019558,           0.0019556,           0.0090252,           0.0090252,           0.0090252
                 229,            0.041292,           0.0044717,           0.0010522,             0.80132,              0.7566,             0.79206,             0.48311,            0.036829,             0.01955,           0.0019563,            0.009017,            0.009017,            0.009017
                 230,            0.040296,             0.00446,            0.001399,             0.80397,             0.75419,             0.79172,             0.48148,            0.036824,            0.019539,           0.0019592,           0.0090087,           0.0090087,           0.0090087
                 231,            0.042067,           0.0045616,           0.0014608,             0.80306,             0.75455,             0.79119,             0.48275,            0.036818,            0.019528,           0.0019601,           0.0090004,           0.0090004,           0.0090004
                 232,            0.041205,           0.0044872,           0.0011943,             0.79893,             0.75853,             0.79149,             0.48287,            0.036819,            0.019513,           0.0019592,           0.0089921,           0.0089921,           0.0089921
                 233,            0.040249,           0.0044791,           0.0011108,             0.80562,             0.75262,             0.79126,              0.4835,            0.036815,            0.019501,           0.0019592,           0.0089838,           0.0089838,           0.0089838
                 234,             0.04005,           0.0044485,           0.0013122,             0.80261,             0.75726,             0.79208,             0.48608,            0.036799,            0.019481,           0.0019584,           0.0089754,           0.0089754,           0.0089754
                 235,            0.040003,           0.0045675,           0.0011696,             0.80417,             0.75673,             0.79176,             0.48704,            0.036788,            0.019472,           0.0019574,            0.008967,            0.008967,            0.008967
                 236,            0.040471,           0.0044612,            0.001273,             0.80867,             0.75635,             0.79167,             0.48738,            0.036773,            0.019458,            0.001956,           0.0089585,           0.0089585,           0.0089585
                 237,            0.040829,           0.0045737,            0.001356,             0.80735,             0.75672,             0.79156,             0.48665,            0.036762,            0.019445,           0.0019553,           0.0089501,           0.0089501,           0.0089501
                 238,            0.040493,           0.0045656,           0.0012827,             0.81338,             0.75169,             0.79192,             0.48555,            0.036749,            0.019427,           0.0019567,           0.0089416,           0.0089416,           0.0089416
                 239,            0.040731,           0.0046169,           0.0013907,             0.81356,             0.75143,             0.79181,             0.48689,            0.036737,            0.019419,           0.0019573,            0.008933,            0.008933,            0.008933
                 240,            0.039485,            0.004419,          0.00093606,             0.81443,             0.74997,             0.79175,             0.48445,            0.036724,             0.01941,           0.0019589,           0.0089245,           0.0089245,           0.0089245
                 241,            0.039752,           0.0042878,          0.00086596,             0.81373,             0.75075,             0.79275,             0.48432,            0.036705,            0.019393,            0.001961,           0.0089159,           0.0089159,           0.0089159
                 242,            0.039366,           0.0042875,          0.00084553,             0.81272,             0.75142,             0.79265,             0.48412,            0.036695,            0.019377,           0.0019623,           0.0089073,           0.0089073,           0.0089073
                 243,            0.040682,           0.0044011,           0.0014683,             0.81133,             0.75162,             0.79212,             0.48438,            0.036684,            0.019366,           0.0019613,           0.0088986,           0.0088986,           0.0088986
                 244,            0.041937,           0.0043568,           0.0012327,             0.80963,             0.75169,             0.79206,             0.48418,            0.036672,            0.019359,           0.0019584,           0.0088899,           0.0088899,           0.0088899
                 245,             0.04177,           0.0044524,           0.0013801,             0.80878,             0.75143,             0.79208,             0.48516,             0.03666,            0.019354,           0.0019585,           0.0088812,           0.0088812,           0.0088812
                 246,            0.041851,           0.0044834,           0.0013419,             0.80921,             0.75147,             0.79205,             0.48487,            0.036644,            0.019346,           0.0019568,           0.0088725,           0.0088725,           0.0088725
                 247,            0.040941,           0.0045143,           0.0013132,             0.80765,             0.75279,             0.79225,             0.48487,            0.036629,             0.01934,           0.0019575,           0.0088637,           0.0088637,           0.0088637
                 248,             0.04057,           0.0044389,           0.0011034,             0.80656,             0.75314,             0.79229,             0.48536,            0.036614,            0.019325,           0.0019582,            0.008855,            0.008855,            0.008855
                 249,            0.041749,           0.0044147,           0.0012949,             0.80915,               0.747,             0.79193,             0.48565,            0.036596,            0.019316,           0.0019577,           0.0088461,           0.0088461,           0.0088461
                 250,            0.041036,           0.0044868,           0.0012664,             0.81163,              0.7481,             0.79229,              0.4876,            0.036574,            0.019304,           0.0019544,           0.0088373,           0.0088373,           0.0088373
                 251,            0.039304,           0.0043346,           0.0014053,             0.81022,             0.74771,             0.79225,             0.48829,            0.036556,            0.019284,           0.0019555,           0.0088284,           0.0088284,           0.0088284
                 252,            0.041046,           0.0045042,            0.001087,             0.80616,             0.74873,             0.79228,             0.48757,            0.036541,            0.019275,           0.0019577,           0.0088195,           0.0088195,           0.0088195
                 253,            0.039148,           0.0044157,            0.001122,             0.80028,             0.75361,             0.79221,             0.48882,            0.036524,            0.019256,           0.0019593,           0.0088106,           0.0088106,           0.0088106
                 254,            0.039908,           0.0043083,           0.0011008,             0.80025,             0.75393,             0.79242,             0.48872,            0.036509,            0.019236,           0.0019588,           0.0088016,           0.0088016,           0.0088016
                 255,            0.038891,           0.0042292,            0.001096,             0.80193,              0.7537,             0.79284,             0.48814,            0.036494,            0.019215,           0.0019579,           0.0087927,           0.0087927,           0.0087927
                 256,            0.039412,           0.0043499,           0.0010549,             0.80201,             0.75389,             0.79313,             0.48846,            0.036473,             0.01919,           0.0019611,           0.0087837,           0.0087837,           0.0087837
                 257,            0.040198,            0.004417,          0.00086403,             0.79676,             0.76052,             0.79278,             0.48909,             0.03646,            0.019179,           0.0019644,           0.0087746,           0.0087746,           0.0087746
                 258,            0.040574,           0.0045127,           0.0013919,             0.79653,             0.76112,             0.79273,             0.49016,             0.03645,             0.01917,           0.0019684,           0.0087655,           0.0087655,           0.0087655
                 259,            0.041122,           0.0045726,           0.0017385,             0.79649,             0.76209,             0.79303,             0.49107,            0.036431,            0.019177,             0.00197,           0.0087565,           0.0087565,           0.0087565
                 260,            0.041491,           0.0046711,           0.0015661,             0.79653,             0.76244,             0.79336,              0.4917,            0.036414,            0.019185,            0.001972,           0.0087473,           0.0087473,           0.0087473
                 261,            0.040431,             0.00439,           0.0012927,             0.79987,             0.76184,             0.79368,             0.49157,              0.0364,            0.019178,           0.0019707,           0.0087382,           0.0087382,           0.0087382
                 262,            0.041052,           0.0045451,           0.0012699,             0.79537,             0.76626,             0.79346,             0.49074,            0.036391,            0.019178,           0.0019703,            0.008729,            0.008729,            0.008729
                 263,            0.040332,           0.0044483,           0.0011798,             0.79727,             0.76333,             0.79367,             0.49052,            0.036379,            0.019173,           0.0019694,           0.0087198,           0.0087198,           0.0087198
                 264,            0.040157,            0.004523,           0.0010277,             0.79631,             0.76289,             0.79353,             0.49101,            0.036371,            0.019167,           0.0019687,           0.0087106,           0.0087106,           0.0087106
                 265,            0.040086,           0.0042948,           0.0012641,             0.79433,             0.76453,             0.79376,             0.49112,            0.036358,            0.019153,           0.0019718,           0.0087013,           0.0087013,           0.0087013
                 266,            0.040032,           0.0044308,            0.001207,             0.79373,             0.76423,              0.7941,             0.49153,            0.036346,            0.019139,            0.001973,           0.0086921,           0.0086921,           0.0086921
                 267,            0.040963,           0.0044722,           0.0012331,             0.79567,             0.76115,             0.79492,             0.49237,            0.036342,            0.019135,           0.0019738,           0.0086827,           0.0086827,           0.0086827
                 268,            0.039917,           0.0042736,           0.0012251,              0.8072,             0.74859,             0.79498,             0.49383,            0.036334,            0.019135,           0.0019748,           0.0086734,           0.0086734,           0.0086734
                 269,            0.040262,           0.0044313,           0.0013907,             0.80621,             0.74943,             0.79455,             0.49313,            0.036328,            0.019135,           0.0019763,            0.008664,            0.008664,            0.008664
                 270,            0.039578,           0.0043627,           0.0014285,             0.80003,             0.75404,             0.79413,             0.49275,            0.036321,            0.019132,           0.0019772,           0.0086547,           0.0086547,           0.0086547
                 271,            0.039521,           0.0043083,          0.00091951,             0.77279,             0.78149,             0.79459,             0.49339,             0.03631,            0.019121,            0.001977,           0.0086452,           0.0086452,           0.0086452
                 272,            0.039817,           0.0044067,           0.0010535,             0.80842,             0.74725,             0.79418,             0.49313,            0.036304,            0.019109,           0.0019778,           0.0086358,           0.0086358,           0.0086358
                 273,            0.039217,           0.0043868,            0.001168,             0.81007,             0.74657,             0.79457,             0.49338,            0.036297,            0.019099,           0.0019779,           0.0086263,           0.0086263,           0.0086263
                 274,            0.040808,           0.0045006,           0.0011527,             0.80278,             0.75393,              0.7964,             0.49428,            0.036296,            0.019082,           0.0019823,           0.0086169,           0.0086169,           0.0086169
                 275,            0.040499,           0.0045084,           0.0015157,             0.80512,             0.75286,             0.79679,             0.49373,            0.036291,            0.019069,           0.0019844,           0.0086073,           0.0086073,           0.0086073
                 276,             0.03995,           0.0044984,          0.00094423,             0.81046,             0.75047,             0.79668,             0.49453,            0.036282,            0.019052,           0.0019843,           0.0085978,           0.0085978,           0.0085978
                 277,            0.040094,           0.0043458,           0.0011187,             0.81173,             0.74756,             0.79722,             0.49495,            0.036285,            0.019034,           0.0019872,           0.0085882,           0.0085882,           0.0085882
                 278,             0.03977,           0.0043412,           0.0011927,             0.80912,             0.75007,             0.79725,             0.49414,            0.036277,            0.019018,           0.0019877,           0.0085786,           0.0085786,           0.0085786
                 279,            0.039984,           0.0044231,           0.0013294,             0.81271,             0.74723,             0.79737,             0.49502,            0.036277,            0.019007,           0.0019898,            0.008569,            0.008569,            0.008569
                 280,             0.03975,           0.0043479,           0.0011982,             0.80943,             0.75049,             0.79749,             0.49629,            0.036275,            0.018995,            0.001991,           0.0085594,           0.0085594,           0.0085594
                 281,             0.03992,           0.0042996,           0.0013544,             0.81439,             0.74546,             0.79789,             0.49573,            0.036268,            0.018984,           0.0019951,           0.0085497,           0.0085497,           0.0085497
                 282,            0.039092,           0.0041275,            0.001074,             0.81867,             0.74207,             0.79739,             0.49579,            0.036261,            0.018974,           0.0019999,             0.00854,             0.00854,             0.00854
                 283,            0.040053,           0.0044446,            0.001289,             0.81266,              0.7455,             0.79768,             0.49626,            0.036244,            0.018968,           0.0019978,           0.0085303,           0.0085303,           0.0085303
                 284,            0.040838,           0.0044857,           0.0011385,             0.80406,             0.75454,             0.79783,             0.49629,            0.036244,            0.018965,            0.001998,           0.0085205,           0.0085205,           0.0085205
                 285,            0.039664,           0.0043783,           0.0011127,             0.82922,             0.73451,             0.79796,             0.49758,             0.03627,             0.01897,           0.0020019,           0.0085108,           0.0085108,           0.0085108
                 286,            0.040294,           0.0043641,           0.0011037,             0.81653,             0.74504,             0.79831,             0.49625,            0.036283,            0.018966,           0.0019942,            0.008501,            0.008501,            0.008501
                 287,            0.039742,           0.0043811,            0.001085,             0.81663,             0.74443,             0.79795,             0.49737,            0.036284,            0.018964,           0.0019878,           0.0084912,           0.0084912,           0.0084912
                 288,            0.039441,            0.004418,           0.0012211,             0.81646,             0.74461,             0.79826,             0.49637,            0.036278,            0.018952,            0.001979,           0.0084813,           0.0084813,           0.0084813
                 289,            0.040334,           0.0044234,           0.0014931,             0.80655,             0.75558,             0.79795,             0.49746,            0.036281,            0.018948,           0.0019724,           0.0084714,           0.0084714,           0.0084714
                 290,             0.03957,           0.0042929,           0.0011481,             0.80606,              0.7559,             0.79803,             0.49776,            0.036274,            0.018939,            0.001965,           0.0084615,           0.0084615,           0.0084615
                 291,            0.039688,            0.004382,           0.0010349,             0.80841,             0.75433,             0.79823,             0.49835,            0.036271,            0.018932,           0.0019602,           0.0084516,           0.0084516,           0.0084516
                 292,            0.039405,           0.0042249,          0.00086839,             0.80873,             0.75379,             0.79603,             0.49906,            0.036273,            0.018919,           0.0019586,           0.0084417,           0.0084417,           0.0084417
                 293,            0.039012,           0.0042185,           0.0015222,             0.80874,             0.75486,             0.79719,             0.49814,            0.036277,            0.018904,           0.0019557,           0.0084317,           0.0084317,           0.0084317
                 294,            0.040845,           0.0045573,           0.0011253,             0.80653,             0.75816,             0.79744,             0.49816,             0.03628,            0.018891,           0.0019537,           0.0084217,           0.0084217,           0.0084217
                 295,            0.040635,           0.0045942,           0.0014073,             0.80601,             0.75851,             0.79696,             0.49877,            0.036276,            0.018895,           0.0019511,           0.0084117,           0.0084117,           0.0084117
                 296,            0.041838,           0.0044635,           0.0013332,             0.80837,              0.7548,              0.7983,             0.49981,            0.036271,            0.018893,           0.0019459,           0.0084017,           0.0084017,           0.0084017
                 297,            0.039546,           0.0042737,           0.0012852,             0.79185,             0.77447,             0.79822,             0.50034,            0.036265,            0.018888,           0.0019426,           0.0083916,           0.0083916,           0.0083916
                 298,            0.040369,            0.004524,            0.001165,             0.78868,             0.77395,             0.79811,             0.50137,            0.036253,             0.01888,           0.0019401,           0.0083815,           0.0083815,           0.0083815
                 299,            0.039348,           0.0042122,           0.0012261,             0.78879,             0.77624,              0.7982,             0.50167,            0.036247,            0.018874,            0.001938,           0.0083714,           0.0083714,           0.0083714
                 300,            0.039254,           0.0042853,          0.00083311,             0.78764,             0.77578,             0.79764,             0.50041,            0.036241,            0.018861,           0.0019364,           0.0083613,           0.0083613,           0.0083613
                 301,             0.04088,           0.0044823,           0.0011012,             0.81155,              0.7529,             0.79806,             0.50085,            0.036233,            0.018846,           0.0019314,           0.0083511,           0.0083511,           0.0083511
                 302,            0.038788,           0.0044525,          0.00078885,             0.79237,             0.77141,              0.7979,             0.50093,            0.036222,            0.018834,           0.0019291,            0.008341,            0.008341,            0.008341
                 303,            0.038904,           0.0042524,           0.0011305,             0.79319,             0.77083,             0.79814,             0.50151,            0.036219,            0.018827,           0.0019271,           0.0083308,           0.0083308,           0.0083308
                 304,            0.039308,           0.0044113,           0.0009878,             0.79289,             0.77103,             0.79825,             0.50146,            0.036222,            0.018822,           0.0019281,           0.0083205,           0.0083205,           0.0083205
                 305,            0.039095,           0.0044001,           0.0011122,             0.81047,             0.75339,              0.7982,             0.50148,            0.036212,            0.018811,           0.0019261,           0.0083103,           0.0083103,           0.0083103
                 306,            0.038867,           0.0042986,           0.0013434,             0.80968,             0.75344,             0.79843,             0.50067,            0.036208,              0.0188,           0.0019234,              0.0083,              0.0083,              0.0083
                 307,            0.038598,           0.0043135,           0.0010799,             0.80674,             0.75841,             0.79875,             0.50151,            0.036196,            0.018795,           0.0019211,           0.0082897,           0.0082897,           0.0082897
                 308,             0.03972,           0.0044722,           0.0011168,             0.80718,             0.75708,             0.79854,             0.50071,            0.036195,            0.018804,           0.0019168,           0.0082794,           0.0082794,           0.0082794
                 309,            0.040295,           0.0043672,           0.0011813,              0.7867,             0.77306,             0.79565,             0.50454,            0.036211,            0.018847,           0.0019064,           0.0082691,           0.0082691,           0.0082691
                 310,            0.042756,           0.0047199,           0.0015302,             0.80963,             0.74903,             0.79493,             0.50186,            0.036228,            0.018913,           0.0018971,           0.0082587,           0.0082587,           0.0082587
                 311,             0.04279,           0.0046828,           0.0015296,             0.80341,             0.75188,             0.79368,             0.50077,            0.036254,             0.01898,           0.0018894,           0.0082483,           0.0082483,           0.0082483
                 312,             0.04014,            0.004426,           0.0010997,             0.81678,             0.74025,             0.79325,             0.50068,            0.036275,            0.019004,           0.0018844,           0.0082379,           0.0082379,           0.0082379
                 313,            0.040239,           0.0042414,            0.001189,             0.80774,              0.7484,             0.79284,             0.50047,            0.036294,             0.01902,           0.0018797,           0.0082275,           0.0082275,           0.0082275
                 314,              0.0389,           0.0043184,          0.00095052,             0.79269,             0.76173,             0.79283,             0.50156,            0.036305,            0.019025,           0.0018769,           0.0082171,           0.0082171,           0.0082171
                 315,            0.039537,           0.0043132,           0.0010039,             0.81812,             0.73774,             0.79234,             0.50199,            0.036313,            0.019024,           0.0018752,           0.0082066,           0.0082066,           0.0082066
                 316,            0.039657,           0.0041373,          0.00098143,             0.80175,             0.75503,              0.7926,             0.50174,            0.036319,            0.019016,           0.0018746,           0.0081961,           0.0081961,           0.0081961
                 317,            0.039279,           0.0042607,           0.0010751,             0.79954,             0.75883,             0.79263,             0.50188,            0.036321,            0.019006,           0.0018751,           0.0081856,           0.0081856,           0.0081856
                 318,            0.039615,           0.0043361,          0.00098889,             0.80174,             0.75827,             0.79275,             0.50177,            0.036318,            0.018993,            0.001875,            0.008175,            0.008175,            0.008175
                 319,            0.039448,           0.0043327,           0.0013339,             0.80355,             0.75817,             0.79325,             0.50229,            0.036319,             0.01898,           0.0018755,           0.0081645,           0.0081645,           0.0081645
                 320,            0.039615,           0.0043691,           0.0011515,             0.80834,             0.75179,             0.79301,             0.50294,            0.036325,            0.018962,           0.0018755,           0.0081539,           0.0081539,           0.0081539
                 321,            0.039143,           0.0042835,           0.0011942,             0.80747,              0.7525,             0.79273,             0.50343,            0.036332,            0.018952,           0.0018739,           0.0081433,           0.0081433,           0.0081433
                 322,            0.040807,           0.0046841,           0.0012395,             0.80793,             0.75201,             0.79276,             0.50228,            0.036347,            0.018972,           0.0018771,           0.0081327,           0.0081327,           0.0081327
                 323,            0.039732,            0.004309,           0.0011737,             0.81438,              0.7505,             0.79304,              0.5021,            0.036357,            0.018981,           0.0018791,            0.008122,            0.008122,            0.008122
                 324,            0.039576,           0.0044046,          0.00099206,             0.81631,             0.74703,             0.79347,             0.50141,            0.036359,            0.018982,            0.001883,           0.0081114,           0.0081114,           0.0081114
                 325,            0.038594,           0.0042026,          0.00099921,             0.81862,             0.74371,             0.79396,             0.50162,            0.036355,            0.018978,           0.0018855,           0.0081007,           0.0081007,           0.0081007
                 326,            0.039861,           0.0043659,            0.001013,             0.81756,             0.74343,             0.79381,             0.50176,            0.036343,            0.018975,           0.0018875,             0.00809,             0.00809,             0.00809
                 327,            0.039748,           0.0042087,           0.0010592,             0.80397,             0.75887,             0.79486,             0.50441,            0.036333,            0.018967,           0.0018881,           0.0080793,           0.0080793,           0.0080793
                 328,            0.038413,           0.0042174,           0.0013904,             0.81154,             0.75801,             0.79594,              0.5033,            0.036326,            0.018951,           0.0018897,           0.0080685,           0.0080685,           0.0080685
                 329,            0.038439,           0.0043875,           0.0011401,             0.81064,             0.75851,             0.79611,             0.50335,            0.036322,            0.018934,           0.0018927,           0.0080578,           0.0080578,           0.0080578
                 330,            0.038638,           0.0041884,           0.0012277,             0.81348,             0.75719,              0.7965,             0.50456,            0.036319,            0.018922,           0.0018947,            0.008047,            0.008047,            0.008047
                 331,            0.040285,           0.0044535,           0.0015511,             0.81269,             0.75914,             0.79679,             0.50506,            0.036313,            0.018908,           0.0018957,           0.0080362,           0.0080362,           0.0080362
                 332,            0.039104,           0.0044927,           0.0010392,              0.8136,             0.75816,              0.7965,             0.50522,            0.036308,            0.018891,           0.0018982,           0.0080253,           0.0080253,           0.0080253
                 333,            0.038435,           0.0043159,           0.0009096,             0.81494,             0.75726,             0.79656,             0.50469,            0.036301,            0.018876,           0.0018998,           0.0080145,           0.0080145,           0.0080145
                 334,            0.038782,           0.0043515,           0.0008934,             0.81679,             0.75637,             0.79651,             0.50415,            0.036297,            0.018861,           0.0019028,           0.0080036,           0.0080036,           0.0080036
                 335,            0.039406,            0.004341,           0.0012741,             0.81857,             0.75549,             0.79698,             0.50435,             0.03629,            0.018851,            0.001907,           0.0079927,           0.0079927,           0.0079927
                 336,            0.039711,           0.0042781,           0.0010214,             0.81526,             0.76155,             0.80181,             0.50315,            0.036288,            0.018834,           0.0019111,           0.0079818,           0.0079818,           0.0079818
                 337,            0.038968,           0.0042813,           0.0012483,             0.81967,             0.76038,             0.80186,             0.50218,            0.036279,            0.018822,           0.0019105,           0.0079709,           0.0079709,           0.0079709
                 338,            0.039297,           0.0043038,           0.0010728,             0.82008,             0.75659,             0.79687,             0.50092,             0.03628,            0.018816,             0.00191,             0.00796,             0.00796,             0.00796
                 339,            0.039699,           0.0043667,          0.00080412,             0.82023,             0.75676,              0.7971,             0.50114,            0.036272,            0.018802,           0.0019063,            0.007949,            0.007949,            0.007949
                 340,            0.039592,           0.0045407,           0.0013188,             0.82125,             0.76018,             0.80179,             0.50045,            0.036269,            0.018807,           0.0019031,            0.007938,            0.007938,            0.007938
                 341,            0.038317,           0.0041722,          0.00097892,             0.82001,             0.76089,             0.80146,             0.49911,             0.03626,            0.018803,           0.0019004,            0.007927,            0.007927,            0.007927
                 342,            0.038444,           0.0042825,           0.0010993,             0.82017,             0.75988,             0.80124,             0.49925,            0.036253,            0.018796,           0.0019013,            0.007916,            0.007916,            0.007916
                 343,            0.039637,           0.0044015,             0.00104,             0.82165,             0.75846,             0.80109,             0.50067,            0.036249,            0.018783,           0.0019042,            0.007905,            0.007905,            0.007905
                 344,            0.039656,           0.0041881,          0.00084238,             0.82327,             0.75569,             0.80164,             0.50051,            0.036243,            0.018772,            0.001905,           0.0078939,           0.0078939,           0.0078939
                 345,            0.038974,           0.0042336,           0.0010353,             0.82227,             0.75815,             0.80213,             0.49999,            0.036226,             0.01876,           0.0019062,           0.0078828,           0.0078828,           0.0078828
                 346,            0.037892,           0.0042343,          0.00070007,             0.82207,             0.75926,             0.80161,             0.50019,            0.036223,            0.018749,           0.0019075,           0.0078717,           0.0078717,           0.0078717
                 347,            0.038926,            0.004103,          0.00098657,             0.82147,             0.75969,              0.8016,             0.50039,            0.036214,            0.018736,           0.0019101,           0.0078606,           0.0078606,           0.0078606
                 348,            0.039232,           0.0042117,          0.00099445,             0.82228,             0.75956,             0.80148,             0.49917,            0.036208,            0.018725,           0.0019128,           0.0078495,           0.0078495,           0.0078495
                 349,            0.038368,           0.0042398,           0.0011844,             0.82282,             0.75957,             0.80216,             0.50041,            0.036198,            0.018717,           0.0019145,           0.0078383,           0.0078383,           0.0078383
                 350,            0.038511,           0.0042148,          0.00091188,             0.82282,             0.76109,             0.80254,             0.50071,            0.036191,            0.018707,           0.0019202,           0.0078271,           0.0078271,           0.0078271
                 351,            0.038792,           0.0042504,           0.0013356,             0.81605,             0.76571,             0.80283,             0.50027,            0.036178,            0.018697,           0.0019231,            0.007816,            0.007816,            0.007816
                 352,            0.038009,           0.0042558,          0.00078739,             0.81789,             0.76484,             0.80287,             0.50033,            0.036167,            0.018687,           0.0019262,           0.0078048,           0.0078048,           0.0078048
                 353,            0.038664,            0.004426,           0.0014564,             0.81991,             0.76194,             0.80208,             0.50177,             0.03615,            0.018675,           0.0019265,           0.0077935,           0.0077935,           0.0077935
                 354,            0.038956,           0.0041502,           0.0011754,             0.82162,              0.7613,             0.80269,              0.5013,            0.036137,            0.018661,           0.0019273,           0.0077823,           0.0077823,           0.0077823
                 355,            0.038985,           0.0042081,           0.0010078,             0.81546,              0.7672,             0.80274,             0.50175,            0.036127,            0.018644,           0.0019257,            0.007771,            0.007771,            0.007771
                 356,            0.038193,           0.0041121,           0.0010604,              0.8213,             0.76134,             0.80265,             0.50244,            0.036116,            0.018627,           0.0019286,           0.0077598,           0.0077598,           0.0077598
                 357,            0.038628,           0.0042944,           0.0010665,             0.82093,             0.76168,             0.80288,             0.50228,            0.036107,            0.018613,           0.0019318,           0.0077485,           0.0077485,           0.0077485
                 358,            0.038516,           0.0041419,           0.0008615,             0.81976,             0.76327,             0.80342,             0.50233,            0.036103,            0.018595,           0.0019334,           0.0077372,           0.0077372,           0.0077372
                 359,            0.038334,           0.0041214,           0.0010296,             0.82575,             0.76058,             0.80355,             0.50169,            0.036093,            0.018583,           0.0019363,           0.0077258,           0.0077258,           0.0077258
                 360,            0.038121,           0.0042124,           0.0008067,             0.81505,             0.76927,             0.80362,             0.50201,            0.036086,            0.018574,           0.0019389,           0.0077145,           0.0077145,           0.0077145
                 361,            0.037438,            0.004179,          0.00097691,             0.81515,             0.76993,             0.80341,             0.50236,            0.036083,             0.01856,           0.0019418,           0.0077031,           0.0077031,           0.0077031
                 362,             0.03833,           0.0043236,           0.0011145,             0.81196,             0.76863,             0.79845,             0.50197,            0.036072,            0.018544,            0.001947,           0.0076917,           0.0076917,           0.0076917
                 363,            0.039277,           0.0044553,           0.0010967,             0.81267,             0.76553,             0.79841,             0.50232,            0.036071,            0.018534,           0.0019502,           0.0076803,           0.0076803,           0.0076803
                 364,            0.038279,           0.0041988,            0.001349,             0.81526,              0.7681,             0.80393,             0.50208,            0.036073,            0.018522,           0.0019456,           0.0076689,           0.0076689,           0.0076689
                 365,            0.038639,           0.0043098,           0.0010338,              0.8097,             0.77292,             0.80423,             0.50193,            0.036067,            0.018517,           0.0019442,           0.0076575,           0.0076575,           0.0076575
                 366,            0.039013,           0.0042564,           0.0011512,             0.80747,             0.77448,             0.80494,             0.50155,            0.036063,            0.018512,           0.0019433,           0.0076461,           0.0076461,           0.0076461
                 367,            0.037859,           0.0042019,           0.0011844,             0.82408,             0.75998,             0.80573,             0.50203,            0.036065,            0.018508,           0.0019417,           0.0076346,           0.0076346,           0.0076346
                 368,            0.038708,           0.0042258,           0.0008865,             0.84079,             0.74447,             0.80555,             0.50118,            0.036058,            0.018504,           0.0019428,           0.0076231,           0.0076231,           0.0076231
